User ID,Vehicle Model,Battery Capacity (kWh),Charging Station ID,Charging Station Location,Charging Start Time,Charging End Time,Energy Consumed (kWh),Charging Duration (hours),Charging Rate (kW),Charging Cost (USD),Time of Day,Day of Week,State of Charge (Start %),State of Charge (End %),Distance Driven (since last charge) (km),Temperature (°C),Vehicle Age (years),Charger Type,User Type
User_24,Tesla Model 3,100.0,Station_326,New York,2024-01-01 23:00:00,2024-01-01 23:31:00,68.44712632026376,2.0714292092234388,49.71030696901287,38.406061696059425,Morning,Friday,19.23313912730544,74.00615088095063,280.91546822652094,3.580839953900103,5.0,DC Fast Charger,Commuter
User_25,Tesla Model 3,100.0,Station_150,Houston,2024-01-02 00:00:00,2024-01-02 01:55:00,27.60438468247694,0.9571376601264636,11.238538626794043,24.03753468851581,Morning,Wednesday,65.48688658113335,65.35209627449626,173.47152650529225,35.977821918048456,4.0,Level 1,Long-Distance Traveler
User_26,Chevy Bolt,75.0,Station_288,San Francisco,2024-01-02 01:00:00,2024-01-02 03:42:00,40.178003499947216,3.6041735353726154,12.31861479590845,38.76319382514176,Morning,Saturday,80.34408372714871,79.99556313119572,82.75461394014503,21.53684396835515,1.0,DC Fast Charger,Commuter
User_27,Chevy Bolt,75.0,Station_361,Houston,2024-01-02 02:00:00,2024-01-02 02:33:00,43.487751224792326,3.652540335433942,36.182371883723484,27.44831088430594,Afternoon,Thursday,88.74847907153811,87.82402899882813,80.91266512306521,29.872209873061493,0.36121516580305957,Level 1,Commuter
User_28,Nissan Leaf,50.0,Station_340,San Francisco,2024-01-02 03:00:00,2024-01-02 06:13:00,10.338517723856468,1.5477137176963707,45.7767311942711,9.855826892937216,Night,Sunday,98.33279531163319,94.50485176968456,162.6865443608225,5.504758728380647,0.0,Level 1,Long-Distance Traveler
User_29,BMW i3,75.0,Station_129,Los Angeles,2024-01-02 04:00:00,2024-01-02 04:35:00,31.684484586574477,2.4396779381538938,48.64872319079225,25.617103995808733,Afternoon,Friday,34.72763909597674,54.40205038521579,,20.378562310274326,3.0,Level 2,Casual Driver
User_30,BMW i3,75.0,Station_438,Chicago,2024-01-02 05:00:00,2024-01-02 07:58:00,56.59325685914933,3.153257254972797,45.81173100244055,33.13209178024766,Afternoon,Friday,29.207671702279008,85.00810624066354,186.15573210131026,12.333415373869066,0.0,DC Fast Charger,Casual Driver
User_31,Chevy Bolt,100.0,Station_239,New York,2024-01-02 06:00:00,2024-01-02 09:54:00,19.473800595427143,1.435532787267766,7.043936342279247,36.945272915195176,Afternoon,Wednesday,31.320786979519866,78.05665281794616,,8.352906076534808,2.0,DC Fast Charger,Casual Driver
User_32,BMW i3,100.0,Station_58,Chicago,2024-01-02 07:00:00,2024-01-02 09:27:00,38.289199335542705,2.0076640542660726,12.064391459035129,17.011782945517666,Evening,Wednesday,75.6447784790562,65.61730718592959,238.90931096310854,2.2731629009720518,6.0,Level 1,Commuter
User_33,BMW i3,100.0,Station_198,New York,2024-01-02 08:00:00,2024-01-02 09:58:00,16.136238725396332,1.3069272717462839,21.517815048554308,26.438194237490425,Evening,Monday,23.603991432132744,88.2000728013921,35.50388319357353,39.38401391534167,1.0,Level 2,Casual Driver
User_34,Tesla Model 3,62.0,Station_211,Houston,2024-01-02 09:00:00,2024-01-02 12:03:00,60.06708508895625,0.9991001884039166,7.651570046980447,18.034390040505443,Afternoon,Monday,22.881466625938913,51.43427868199236,46.35755886056615,13.991597483206988,1.0,Level 2,Casual Driver
User_35,Chevy Bolt,75.0,Station_402,Houston,2024-01-02 10:00:00,2024-01-02 13:32:00,57.72437946101146,1.8735815970397778,4.48564710517362,35.50300017025295,Afternoon,Friday,41.87247964240577,79.64797277486439,157.61465400806637,28.429807376567297,1.8091728675018728,DC Fast Charger,Long-Distance Traveler
User_36,Hyundai Kona,75.0,Station_390,New York,2024-01-02 11:00:00,2024-01-02 14:16:00,37.374516060783755,2.8916769844807484,18.865801960923783,29.866249925875838,Evening,Tuesday,24.492208584397694,73.38017572592224,76.20353921863803,59.931973865971024,4.0,Level 1,Commuter
User_37,Chevy Bolt,75.0,Station_45,Chicago,2024-01-02 12:00:00,2024-01-02 15:10:00,39.940563619980615,3.4700034335371615,28.62519932675557,15.855327430553421,Evening,Thursday,85.85755579960261,50.403654740892144,102.43030218211146,31.46130901681466,1.0,DC Fast Charger,Casual Driver
User_38,Hyundai Kona,75.0,Station_97,New York,2024-01-02 13:00:00,2024-01-02 13:43:00,73.38661952275571,1.0404523051899732,38.45083190087793,15.882703983823514,Night,Wednesday,49.27538752823665,94.59708190417811,42.09574394400221,33.92957037271362,6.0,DC Fast Charger,Long-Distance Traveler
User_39,Tesla Model 3,85.0,Station_279,Los Angeles,2024-01-02 14:00:00,2024-01-02 15:25:00,61.52075986084904,1.2804107080349374,12.510248962441999,26.50571298106416,Afternoon,Monday,87.98462138000619,79.3884433831648,141.24375349788664,5.761050673536548,7.0,Level 2,Commuter
User_40,Nissan Leaf,100.0,Station_23,Houston,2024-01-02 15:00:00,2024-01-02 16:50:00,68.17785003637414,3.2424460582484915,23.311619082952642,8.498571936835022,Morning,Thursday,17.040420024456118,56.07865100803714,130.37601376208403,-3.191455365646359,2.0,Level 2,Long-Distance Traveler
User_41,BMW i3,79.7992037611215,Station_410,Los Angeles,2024-01-02 16:00:00,2024-01-02 18:58:00,67.51805822343026,1.9623405401552507,6.897878329777162,29.222361949491813,Night,Sunday,80.86258863357027,62.52531776559165,119.63099233488511,35.233158486596466,1.9692327223243997,Level 2,Casual Driver
User_42,Tesla Model 3,100.0,Station_461,Houston,2024-01-02 17:00:00,2024-01-02 18:15:00,39.398742356080696,2.3977153605176023,20.460364868950172,26.619717748813553,Morning,Saturday,28.252298260726327,96.287092238838,111.01653950164392,19.78108389153856,2.941663235080507,Level 2,Commuter
User_43,BMW i3,85.0,Station_391,Houston,2024-01-02 18:00:00,2024-01-02 20:53:00,12.049319706245154,1.373881357931789,29.468944357780007,32.04209859904496,Night,Saturday,36.636852158024986,66.97610432369274,83.24522142563875,39.41613092437325,4.0,Level 1,Commuter
User_44,Nissan Leaf,48.796482639735174,Station_335,San Francisco,2024-01-02 19:00:00,2024-01-02 19:45:00,77.0536063752363,3.0302026852302735,8.388039538136447,6.364629693637992,Afternoon,Friday,15.144122471302746,84.3423268685863,144.01398119262163,22.069470800563764,1.0,DC Fast Charger,Casual Driver
User_45,Nissan Leaf,75.0,Station_44,Los Angeles,2024-01-02 20:00:00,2024-01-02 22:29:00,,3.296056589144087,5.114613366354828,30.037968888364997,Morning,Wednesday,15.220938965012722,132.95201054959608,49.384266364222384,32.01457653994244,3.680052855954801,Level 2,Long-Distance Traveler
User_46,Tesla Model 3,62.0,Station_27,Los Angeles,2024-01-02 21:00:00,2024-01-02 22:53:00,46.80719594482398,3.877992452581901,16.91833198373123,10.608875787751984,Evening,Saturday,49.29876550655081,90.97067522699976,210.17109719106028,-0.039079030643748375,1.0,DC Fast Charger,Commuter
User_47,Nissan Leaf,75.0,Station_282,San Francisco,2024-01-02 22:00:00,2024-01-03 01:06:00,67.47546614008147,2.1051170788531968,49.60079964847686,19.030700212720895,Night,Sunday,63.035941874368895,81.75095350359373,97.4539049287794,3.194124642496231,5.0,Level 1,Commuter
User_48,Hyundai Kona,62.0,Station_97,Chicago,2024-01-02 23:00:00,2024-01-02 23:37:00,30.710934027103818,1.6336686079712066,6.35266144526304,18.131831711875755,Morning,Wednesday,76.12005335845825,76.68243090588436,18.934515488450756,27.895176779200867,0.0,Level 2,Commuter
User_49,Nissan Leaf,85.0,Station_463,Los Angeles,2024-01-03 00:00:00,2024-01-03 01:57:00,,1.7434352632006673,14.149666187068805,13.112873665958405,Night,Monday,77.80942281830983,87.94811448093188,212.94034180826677,-4.446670670320875,1.0,Level 1,Casual Driver
User_50,BMW i3,100.0,Station_36,New York,2024-01-03 01:00:00,2024-01-03 03:40:00,8.713190575944605,2.2095428234972503,49.275345589419594,9.644101413904608,Afternoon,Saturday,27.196196012553663,86.89391764029943,170.47505412270155,5.37807958403098,6.0,Level 2,Long-Distance Traveler
User_51,BMW i3,85.0,Station_109,San Francisco,2024-01-03 02:00:00,2024-01-03 02:48:00,9.065880815449479,0.5123781829612861,40.17800199145749,24.501893310078895,Morning,Tuesday,13.873858113381532,93.62842306259269,226.2193631647091,30.691983801807638,2.6163324827383008,DC Fast Charger,Casual Driver
User_52,BMW i3,50.0,Station_55,Los Angeles,2024-01-03 03:00:00,2024-01-03 05:06:00,58.73397361690925,1.8892615183452202,13.175727296302622,28.102310057172495,Morning,Saturday,83.86192690828396,71.37448250923295,57.38072425225101,1.9411051564848716,3.0,Level 1,Commuter
User_53,BMW i3,50.0,Station_192,Chicago,2024-01-03 04:00:00,2024-01-03 05:35:00,65.98624912728606,3.3138023577161824,46.27844331315938,18.849610405397158,Morning,Wednesday,17.38966714207173,73.4380396237612,234.99666157294837,-7.719425911074026,0.0,Level 2,Long-Distance Traveler
User_54,Hyundai Kona,62.0,Station_219,Los Angeles,2024-01-03 05:00:00,2024-01-03 06:48:00,74.99970643372605,1.9113031543827852,35.92512612379792,34.08661865816688,Night,Tuesday,87.28930579942039,80.41641729522466,51.82835201742095,17.805383646122152,5.0,DC Fast Charger,Long-Distance Traveler
User_55,Chevy Bolt,100.0,Station_185,Houston,2024-01-03 06:00:00,2024-01-03 07:55:00,17.769436409407696,3.3140797633169585,34.45824193725993,9.798498137959154,Evening,Thursday,27.697492486196495,70.51026724863107,166.3114629994677,19.703359179359488,4.0,DC Fast Charger,Casual Driver
User_56,Tesla Model 3,76.87610037599295,Station_69,New York,2024-01-03 07:00:00,2024-01-03 09:33:00,50.26893407436542,1.6783584198879236,36.303372348344666,38.94193996256931,Evening,Saturday,13.48827068689701,82.69521185847714,133.99209364319893,3.0428293410416227,0.0,DC Fast Charger,Casual Driver
User_57,BMW i3,69.88407424915135,Station_317,San Francisco,2024-01-03 08:00:00,2024-01-03 11:51:00,76.45046498743068,3.873449980578508,11.339063162639302,30.192234438786446,Evening,Wednesday,63.67446343632872,55.389776083986256,191.93791499432749,10.424645029884408,2.0,Level 2,Commuter
User_58,Nissan Leaf,62.0,Station_130,Houston,2024-01-03 09:00:00,2024-01-03 12:59:00,77.86372676031044,0.9179022472670977,47.154009803507876,28.303191116127042,Afternoon,Saturday,56.91742176324378,57.46568225034442,129.3894111090679,38.46677944602198,3.0,DC Fast Charger,Casual Driver
User_59,BMW i3,100.0,Station_55,Chicago,2024-01-03 10:00:00,2024-01-03 12:59:00,21.89299267514347,1.285283896923329,25.37395430520664,8.637821690612405,Morning,Saturday,80.22553380560572,64.66736188293022,148.41561166314776,5.073167724155329,7.0,DC Fast Charger,Casual Driver
User_60,Nissan Leaf,100.0,Station_378,Houston,2024-01-03 11:00:00,2024-01-03 12:15:00,71.28000416235402,2.413754936898993,40.61639923013172,6.744728812226459,Evening,Wednesday,26.156597950855193,89.92458852765273,140.46521317115082,33.05773080632935,5.0,Level 2,Casual Driver
User_61,Nissan Leaf,62.0,Station_97,Houston,2024-01-03 12:00:00,2024-01-03 14:22:00,21.827688177386452,2.0821000071263986,26.507123221525294,36.06804149617966,Evening,Tuesday,33.255985091753644,51.50113226723436,48.044387156223145,38.65644395728205,7.0,Level 1,Casual Driver
User_62,BMW i3,75.0,Station_336,Chicago,2024-01-03 13:00:00,2024-01-03 15:00:00,62.723162291274086,2.1178933499543517,30.9970269340748,30.04444235282833,Morning,Monday,82.84418006572773,72.83328568716698,282.94232177358236,32.852732623649764,7.0,DC Fast Charger,Casual Driver
User_63,Hyundai Kona,124.31591138552655,Station_87,Houston,2024-01-03 14:00:00,2024-01-03 16:50:00,46.1951370011332,0.6505075790560018,47.877523557605265,30.864180857848762,Afternoon,Sunday,53.00518532661712,59.90164627311141,25.02725725569419,6.17125670947679,1.0,Level 2,Commuter
User_64,Nissan Leaf,100.0,Station_294,San Francisco,2024-01-03 15:00:00,2024-01-03 16:02:00,29.34565985727085,2.482090675316866,6.871184621235036,24.649758729942086,Night,Saturday,85.33141901899155,67.47790562555141,127.02180106032573,34.06193919136979,0.0,Level 1,Long-Distance Traveler
User_65,Nissan Leaf,50.0,Station_119,Los Angeles,2024-01-03 16:00:00,2024-01-03 18:42:00,76.93342189972203,2.1234202003251825,34.17685550275657,34.22830190454739,Night,Friday,27.174615333880602,92.14463369734483,295.8937220745894,7.9416880917232575,2.5918513275137545,DC Fast Charger,Casual Driver
User_66,BMW i3,62.0,Station_208,Houston,2024-01-03 17:00:00,2024-01-03 18:46:00,59.25460166411963,1.2796206959579637,,12.220438303566691,Night,Thursday,77.03697398688679,91.82927487145972,167.29757277309406,35.27145068625696,7.0,Level 2,Long-Distance Traveler
User_67,Nissan Leaf,100.0,Station_334,San Francisco,2024-01-03 18:00:00,2024-01-03 21:04:00,37.06292777850246,1.6090994326029477,15.230062587672053,37.87533457659361,Morning,Wednesday,7.520444726979813,67.79787265012489,98.14598101957087,16.483705935041975,2.0,Level 2,Long-Distance Traveler
User_68,Nissan Leaf,85.0,Station_413,Los Angeles,2024-01-03 19:00:00,2024-01-03 21:30:00,67.69516175123809,0.8575824648349768,32.97506874142168,13.775619212920864,Afternoon,Saturday,22.48839981099202,86.77766611416524,81.28450037675881,-7.332648303750763,6.0,DC Fast Charger,Casual Driver
User_69,BMW i3,75.0,Station_154,Los Angeles,2024-01-03 20:00:00,2024-01-03 22:37:00,16.41401693253662,1.702974822474663,,21.667786643873225,Morning,Sunday,36.950283611109775,77.13616493524884,188.47148981831262,18.53871081800196,7.0,Level 1,Casual Driver
User_70,BMW i3,50.0,Station_35,Houston,2024-01-03 21:00:00,2024-01-03 22:47:00,67.00568214318923,3.608030961009233,4.092360865180499,14.42396639096435,Night,Monday,57.677660751028775,57.11286224854077,276.3684303122313,-2.7249027658978378,4.122767456931069,Level 1,Long-Distance Traveler
User_71,Tesla Model 3,75.0,Station_79,San Francisco,2024-01-03 22:00:00,2024-01-04 01:01:00,70.61729259484447,3.2801429687726915,26.07041362744592,15.470777907245134,Evening,Wednesday,86.22602519571817,57.969655423091886,23.003998749296237,34.847907975386214,2.7713464837060098,Level 1,Commuter
User_72,Hyundai Kona,75.0,Station_67,Houston,2024-01-03 23:00:00,2024-01-04 00:36:00,61.13047583037784,0.947277208902377,23.281804960483075,37.14898172847161,Evening,Saturday,34.89904374917877,92.355661174546,58.85531551787028,7.662649708995332,1.0,DC Fast Charger,Long-Distance Traveler
User_73,Hyundai Kona,85.0,Station_343,Chicago,2024-01-04 00:00:00,2024-01-04 02:24:00,22.88203842151127,1.5694707135750048,29.98922250219449,10.709582024361996,Evening,Thursday,15.674485469680741,96.59770241767578,98.47402709278698,19.213164486767734,3.0,DC Fast Charger,Commuter
User_74,Nissan Leaf,59.832726512242694,Station_413,Los Angeles,2024-01-04 01:00:00,2024-01-04 02:32:00,12.894887186031896,0.5815047780490367,40.884098898228984,15.197334165353636,Night,Friday,31.549182203883916,97.46254098173989,183.17128114934326,28.637604322914584,2.0,Level 1,Long-Distance Traveler
User_75,Hyundai Kona,85.0,Station_34,Houston,2024-01-04 02:00:00,2024-01-04 04:22:00,69.16916705566726,2.285242161327478,5.557358509328086,20.76646440802641,Afternoon,Wednesday,41.089044871443264,74.39951852877809,276.57481915586186,20.014324466284243,4.0,Level 1,Casual Driver
User_76,Nissan Leaf,50.0,Station_97,Los Angeles,2024-01-04 03:00:00,2024-01-04 05:03:00,,3.520690375905822,9.56924507314763,24.79072323320694,Night,Saturday,51.281403473410386,93.19846283246211,171.89615323236094,-5.275727979646041,4.0,Level 1,Commuter
User_77,Tesla Model 3,100.0,Station_169,San Francisco,2024-01-04 04:00:00,2024-01-04 05:17:00,49.278837399477204,3.865136106678535,49.41151925702685,39.93168076046508,Morning,Tuesday,86.32698824285714,75.50151044016273,246.3443697107785,30.082058806726685,0.0,Level 1,Long-Distance Traveler
User_78,BMW i3,75.0,Station_169,New York,2024-01-04 05:00:00,2024-01-04 08:40:00,31.218889683829406,3.340997592022919,30.02591267156402,17.60489531315022,Afternoon,Monday,39.517616762842984,71.27176463552543,242.48556290631953,39.83142977123109,3.0,Level 2,Commuter
User_79,BMW i3,100.0,Station_151,Houston,2024-01-04 06:00:00,2024-01-04 09:55:00,30.651699818598626,1.0288186666188504,28.522353335495254,39.322054380129146,Evening,Friday,38.12132999285809,81.19721083979802,12.149516678078115,-4.932743443178868,1.0,DC Fast Charger,Casual Driver
User_80,BMW i3,75.0,Station_71,Houston,2024-01-04 07:00:00,2024-01-04 07:41:00,59.9864767329939,3.729365399834844,23.417921150036502,15.683016562744246,Afternoon,Wednesday,88.09676846371462,96.1305685919979,281.763740323611,15.060622448535312,0.0,Level 1,Commuter
User_81,Hyundai Kona,48.0506947257829,Station_3,Los Angeles,2024-01-04 08:00:00,2024-01-04 11:05:00,51.67374779364138,0.6917553642371982,46.59567841482084,18.01181177893121,Afternoon,Saturday,55.07217407784221,62.93578010941694,222.2746666893461,2.5542438030517296,7.0,Level 2,Casual Driver
User_82,Tesla Model 3,50.0,Station_314,San Francisco,2024-01-04 09:00:00,2024-01-04 12:21:00,35.9072426531086,2.7255608456585247,25.601620872044332,19.2835226965972,Night,Friday,48.887624255601864,43.05075612226932,93.85786768644309,33.076751459606555,6.0,Level 1,Casual Driver
User_83,Hyundai Kona,85.0,Station_32,Chicago,2024-01-04 10:00:00,2024-01-04 13:20:00,41.60783353260332,0.8070687454194462,,29.532932865621344,Afternoon,Tuesday,54.997649082294174,97.26161624347917,94.64525016460199,17.737387789603858,3.0,Level 1,Commuter
User_84,Hyundai Kona,62.0,Station_287,San Francisco,2024-01-04 11:00:00,2024-01-04 13:54:00,32.83295683246542,3.4086383448749484,44.492366139662046,39.67482338466678,Night,Wednesday,26.654722048049937,63.71062691853387,279.8982720475401,5.803389498206,1.0,Level 2,Casual Driver
User_85,Tesla Model 3,50.0,Station_82,Houston,2024-01-04 12:00:00,2024-01-04 13:09:00,57.92445004054599,1.261117292569857,12.538161906875358,19.81732290839241,Morning,Friday,49.87203405296153,54.261433021246916,64.13545483676491,1.8254496871976091,1.0,Level 1,Casual Driver
User_86,Tesla Model 3,100.0,Station_43,Chicago,2024-01-04 13:00:00,2024-01-04 16:26:00,21.656164115674237,1.8944268875741128,32.95451081519971,18.02550998683417,Afternoon,Wednesday,78.43462826424621,97.7254403635819,170.55772537142218,10.401511433472187,3.0,Level 1,Casual Driver
User_87,Tesla Model 3,62.0,Station_391,San Francisco,2024-01-04 14:00:00,2024-01-04 15:54:00,41.01058174547109,3.3669557754635044,45.320109597695435,18.06652173487606,Afternoon,Wednesday,73.62283683904118,83.05427335844938,103.7883061403116,-4.572249344016912,3.0,Level 2,Commuter
User_88,Tesla Model 3,62.0,Station_105,New York,2024-01-04 15:00:00,2024-01-04 16:26:00,79.81869447094793,2.6064796291623145,13.009732230851897,35.97131697104875,Afternoon,Friday,86.11175650087344,69.39563151935643,274.02065391535655,10.69221008986976,2.0,Level 2,Casual Driver
User_89,BMW i3,85.0,Station_1,Los Angeles,2024-01-04 16:00:00,2024-01-04 17:56:00,33.07294950547435,1.4696595869919784,30.344748445823274,15.55083822587802,Evening,Wednesday,105.03222404185645,83.02347311843918,164.68289235141916,-6.514431826571196,1.0,Level 2,Long-Distance Traveler
User_90,Chevy Bolt,75.0,Station_61,San Francisco,2024-01-04 17:00:00,2024-01-04 18:53:00,27.84315247164263,2.543139660740745,17.00464384697846,12.278331917423372,Night,Tuesday,47.99218334647701,85.86518688525221,79.354979042724,7.516861653406636,7.0,Level 2,Casual Driver
User_91,Chevy Bolt,50.0,Station_270,San Francisco,2024-01-04 18:00:00,2024-01-04 21:41:00,28.440773917754164,1.0796586545757096,42.42512683318396,13.779804175546838,Night,Friday,13.667240803504383,96.3460346157945,398.3647747436511,27.813135549380647,0.0,Level 2,Long-Distance Traveler
User_92,Tesla Model 3,62.0,Station_180,New York,2024-01-04 19:00:00,2024-01-04 22:52:00,68.57302471319414,2.9303906461796965,5.4546927018545635,15.889414479213295,Evening,Saturday,50.31669101477427,93.89345034552564,191.45599448624304,37.89979105281139,4.0,Level 1,Commuter
User_93,Chevy Bolt,85.0,Station_224,Houston,2024-01-04 20:00:00,2024-01-04 23:34:00,65.431016913359,0.929486553755634,20.272698935130492,10.395657972388529,Night,Sunday,76.46681163744769,75.84995702645678,71.43600424010651,30.199709557192065,6.0,DC Fast Charger,Long-Distance Traveler
User_94,Chevy Bolt,75.0,Station_6,Los Angeles,2024-01-04 21:00:00,2024-01-04 23:30:00,71.61568949106118,3.5150120063589623,31.271844526976924,21.263560509313127,Morning,Friday,51.794505043999976,64.55436324971151,16.681445822961763,-1.7198500093383,3.0,Level 2,Casual Driver
